image_path,true_label,predicted_label,confidence,probability_fake
/workspace/sv/data_preprocessing/audio/fake/sample_0538.png,fake,real,0.6142578125,0.3857421875
/workspace/sv/data_preprocessing/audio/fake/sample_0539.png,fake,real,0.59375,0.406005859375
/workspace/sv/data_preprocessing/audio/fake/sample_0546.png,fake,real,0.55126953125,0.44873046875
/workspace/sv/data_preprocessing/audio/fake/sample_0549.png,fake,real,0.7763671875,0.223388671875
/workspace/sv/data_preprocessing/audio/fake/sample_0552.png,fake,real,0.7548828125,0.244873046875
/workspace/sv/data_preprocessing/audio/fake/sample_0556.png,fake,real,0.591796875,0.408447265625
/workspace/sv/data_preprocessing/audio/fake/sample_0565.png,fake,real,0.576171875,0.423828125
/workspace/sv/data_preprocessing/audio/fake/sample_0573.png,fake,real,0.62548828125,0.37451171875
/workspace/sv/data_preprocessing/audio/fake/sample_0576.png,fake,real,0.5859375,0.414306640625
/workspace/sv/data_preprocessing/audio/fake/sample_0577.png,fake,real,0.6201171875,0.380126953125
/workspace/sv/data_preprocessing/audio/fake/sample_0579.png,fake,real,0.62548828125,0.37451171875
/workspace/sv/data_preprocessing/audio/fake/sample_0584.png,fake,real,0.6064453125,0.3935546875
/workspace/sv/data_preprocessing/audio/fake/sample_0586.png,fake,real,0.5517578125,0.447998046875
/workspace/sv/data_preprocessing/audio/fake/sample_0590.png,fake,real,0.59814453125,0.40185546875
/workspace/sv/data_preprocessing/audio/fake/sample_0594.png,fake,real,0.728515625,0.271240234375
/workspace/sv/data_preprocessing/audio/fake/sample_0603.png,fake,real,0.74609375,0.25390625
/workspace/sv/data_preprocessing/audio/fake/sample_0605.png,fake,real,0.64306640625,0.35693359375
/workspace/sv/data_preprocessing/audio/fake/sample_0606.png,fake,real,0.7333984375,0.2666015625
/workspace/sv/data_preprocessing/audio/fake/sample_0612.png,fake,real,0.65087890625,0.34912109375
/workspace/sv/data_preprocessing/audio/fake/sample_0616.png,fake,real,0.5849609375,0.414794921875
/workspace/sv/data_preprocessing/audio/fake/sample_0620.png,fake,real,0.79833984375,0.2015380859375
/workspace/sv/data_preprocessing/audio/fake/sample_0621.png,fake,real,0.7021484375,0.298095703125
/workspace/sv/data_preprocessing/audio/fake/sample_0622.png,fake,real,0.58203125,0.41796875
/workspace/sv/data_preprocessing/audio/fake/sample_0624.png,fake,real,0.7646484375,0.2354736328125
/workspace/sv/data_preprocessing/audio/fake/sample_0625.png,fake,real,0.57568359375,0.42431640625
/workspace/sv/data_preprocessing/audio/fake/sample_0627.png,fake,real,0.56640625,0.433349609375
/workspace/sv/data_preprocessing/audio/fake/sample_0628.png,fake,real,0.759765625,0.240478515625
/workspace/sv/data_preprocessing/audio/fake/sample_0630.png,fake,real,0.712890625,0.287353515625
/workspace/sv/data_preprocessing/audio/fake/sample_0636.png,fake,real,0.67138671875,0.32861328125
/workspace/sv/data_preprocessing/audio/fake/sample_0638.png,fake,real,0.7490234375,0.251220703125
/workspace/sv/data_preprocessing/audio/fake/sample_0644.png,fake,real,0.6640625,0.336181640625
/workspace/sv/data_preprocessing/audio/fake/sample_0649.png,fake,real,0.71435546875,0.28564453125
/workspace/sv/data_preprocessing/audio/fake/sample_0662.png,fake,real,0.6787109375,0.3212890625
/workspace/sv/data_preprocessing/audio/fake/sample_0665.png,fake,real,0.5849609375,0.415283203125
/workspace/sv/data_preprocessing/audio/fake/sample_0671.png,fake,real,0.5810546875,0.4189453125
/workspace/sv/data_preprocessing/audio/fake/sample_0674.png,fake,real,0.6416015625,0.358642578125
/workspace/sv/data_preprocessing/audio/fake/sample_0676.png,fake,real,0.5712890625,0.4287109375
/workspace/sv/data_preprocessing/audio/fake/sample_0683.png,fake,real,0.5888671875,0.4111328125
/workspace/sv/data_preprocessing/audio/fake/sample_0684.png,fake,real,0.68505859375,0.31494140625
/workspace/sv/data_preprocessing/audio/fake/sample_0697.png,fake,real,0.58447265625,0.41552734375
/workspace/sv/data_preprocessing/audio/fake/sample_0721.png,fake,real,0.6982421875,0.302001953125
/workspace/sv/data_preprocessing/audio/fake/sample_0724.png,fake,real,0.783203125,0.2166748046875
/workspace/sv/data_preprocessing/audio/fake/sample_0725.png,fake,real,0.5517578125,0.447998046875
/workspace/sv/data_preprocessing/audio/fake/sample_0738.png,fake,real,0.66845703125,0.33154296875
/workspace/sv/data_preprocessing/audio/fake/sample_0742.png,fake,real,0.6298828125,0.370361328125
/workspace/sv/data_preprocessing/audio/fake/sample_0743.png,fake,real,0.59033203125,0.40966796875
/workspace/sv/data_preprocessing/audio/fake/sample_0747.png,fake,real,0.67041015625,0.32958984375
/workspace/sv/data_preprocessing/audio/fake/sample_0749.png,fake,real,0.56396484375,0.43603515625
/workspace/sv/data_preprocessing/audio/fake/sample_0751.png,fake,real,0.6572265625,0.3427734375
/workspace/sv/data_preprocessing/audio/fake/sample_0753.png,fake,real,0.634765625,0.365478515625
/workspace/sv/data_preprocessing/audio/fake/sample_0757.png,fake,real,0.57080078125,0.42919921875
/workspace/sv/data_preprocessing/audio/fake/sample_0761.png,fake,real,0.6044921875,0.395263671875
/workspace/sv/data_preprocessing/audio/fake/sample_0766.png,fake,real,0.7548828125,0.2452392578125
/workspace/sv/data_preprocessing/audio/fake/sample_0770.png,fake,real,0.77685546875,0.2232666015625
/workspace/sv/data_preprocessing/audio/fake/sample_0791.png,fake,real,0.701171875,0.299072265625
/workspace/sv/data_preprocessing/audio/fake/sample_0801.png,fake,real,0.6904296875,0.309814453125
/workspace/sv/data_preprocessing/audio/fake/sample_0803.png,fake,real,0.7431640625,0.2568359375
/workspace/sv/data_preprocessing/audio/fake/sample_0807.png,fake,real,0.591796875,0.407958984375
/workspace/sv/data_preprocessing/audio/fake/sample_0811.png,fake,real,0.5732421875,0.4267578125
/workspace/sv/data_preprocessing/audio/fake/sample_0825.png,fake,real,0.56396484375,0.43603515625
/workspace/sv/data_preprocessing/audio/fake/sample_0829.png,fake,real,0.662109375,0.338134765625
/workspace/sv/data_preprocessing/audio/fake/sample_0834.png,fake,real,0.7490234375,0.251220703125
/workspace/sv/data_preprocessing/audio/fake/sample_0838.png,fake,real,0.62109375,0.379150390625
/workspace/sv/data_preprocessing/audio/fake/sample_0841.png,fake,real,0.5634765625,0.436279296875
/workspace/sv/data_preprocessing/audio/fake/sample_0850.png,fake,real,0.7373046875,0.262939453125
/workspace/sv/data_preprocessing/audio/fake/sample_0853.png,fake,real,0.73779296875,0.26220703125
/workspace/sv/data_preprocessing/audio/fake/sample_0862.png,fake,real,0.7431640625,0.2568359375
/workspace/sv/data_preprocessing/audio/fake/sample_0882.png,fake,real,0.71337890625,0.28662109375
/workspace/sv/data_preprocessing/audio/fake/sample_0889.png,fake,real,0.61474609375,0.38525390625
/workspace/sv/data_preprocessing/audio/fake/sample_0890.png,fake,real,0.63720703125,0.36279296875
/workspace/sv/data_preprocessing/audio/fake/sample_0899.png,fake,real,0.83251953125,0.16748046875
/workspace/sv/data_preprocessing/audio/fake/sample_0906.png,fake,real,0.57080078125,0.42919921875
/workspace/sv/data_preprocessing/audio/fake/sample_0923.png,fake,real,0.671875,0.327880859375
/workspace/sv/data_preprocessing/audio/fake/sample_0928.png,fake,real,0.91455078125,0.08551025390625
/workspace/sv/data_preprocessing/audio/fake/sample_0933.png,fake,real,0.6435546875,0.3564453125
/workspace/sv/data_preprocessing/audio/fake/sample_0935.png,fake,real,0.83544921875,0.16455078125
/workspace/sv/data_preprocessing/audio/fake/sample_0936.png,fake,real,0.654296875,0.345458984375
/workspace/sv/data_preprocessing/audio/fake/sample_0950.png,fake,real,0.744140625,0.255615234375
/workspace/sv/data_preprocessing/audio/fake/sample_0951.png,fake,real,0.59912109375,0.40087890625
/workspace/sv/data_preprocessing/audio/fake/sample_0964.png,fake,real,0.7314453125,0.2685546875
/workspace/sv/data_preprocessing/audio/fake/sample_0969.png,fake,real,0.6669921875,0.333251953125
/workspace/sv/data_preprocessing/audio/fake/sample_0971.png,fake,real,0.72509765625,0.27490234375
/workspace/sv/data_preprocessing/audio/fake/sample_0977.png,fake,real,0.6123046875,0.3876953125
/workspace/sv/data_preprocessing/audio/fake/sample_0984.png,fake,real,0.8447265625,0.155517578125
/workspace/sv/data_preprocessing/audio/fake/sample_0986.png,fake,real,0.71484375,0.285400390625
/workspace/sv/data_preprocessing/audio/fake/sample_0989.png,fake,real,0.736328125,0.263427734375
/workspace/sv/data_preprocessing/audio/fake/sample_0991.png,fake,real,0.76220703125,0.23779296875
/workspace/sv/data_preprocessing/audio/fake/sample_0994.png,fake,real,0.640625,0.359130859375
/workspace/sv/data_preprocessing/audio/fake/sample_0997.png,fake,real,0.71728515625,0.28271484375
/workspace/sv/data_preprocessing/audio/fake/sample_1012.png,fake,real,0.77734375,0.222900390625
/workspace/sv/data_preprocessing/audio/fake/sample_1023.png,fake,real,0.6240234375,0.3759765625
/workspace/sv/data_preprocessing/audio/fake/sample_1027.png,fake,real,0.6572265625,0.343017578125
/workspace/sv/data_preprocessing/audio/fake/sample_1030.png,fake,real,0.56689453125,0.43310546875
/workspace/sv/data_preprocessing/audio/fake/sample_1031.png,fake,real,0.7529296875,0.247314453125
/workspace/sv/data_preprocessing/audio/fake/sample_1040.png,fake,real,0.76171875,0.2381591796875
/workspace/sv/data_preprocessing/audio/fake/sample_1042.png,fake,real,0.65234375,0.347900390625
/workspace/sv/data_preprocessing/audio/fake/sample_1049.png,fake,real,0.72314453125,0.27685546875
/workspace/sv/data_preprocessing/audio/fake/sample_1056.png,fake,real,0.68212890625,0.31787109375
/workspace/sv/data_preprocessing/audio/fake/sample_1058.png,fake,real,0.609375,0.390380859375
/workspace/sv/data_preprocessing/audio/fake/sample_1062.png,fake,real,0.6904296875,0.309814453125
/workspace/sv/data_preprocessing/audio/fake/sample_1070.png,fake,real,0.693359375,0.306396484375
/workspace/sv/data_preprocessing/audio/fake/sample_1073.png,fake,real,0.923828125,0.07635498046875
/workspace/sv/data_preprocessing/audio/fake/sample_1079.png,fake,real,0.6103515625,0.389892578125
/workspace/sv/data_preprocessing/audio/fake/sample_1082.png,fake,real,0.587890625,0.412353515625
/workspace/sv/data_preprocessing/audio/fake/sample_1084.png,fake,real,0.6904296875,0.309814453125
/workspace/sv/data_preprocessing/audio/fake/sample_1085.png,fake,real,0.59375,0.406005859375
/workspace/sv/data_preprocessing/audio/fake/sample_1087.png,fake,real,0.6650390625,0.334716796875
/workspace/sv/data_preprocessing/audio/fake/sample_1106.png,fake,real,0.552734375,0.447509765625
/workspace/sv/data_preprocessing/audio/fake/sample_1108.png,fake,real,0.63818359375,0.36181640625
/workspace/sv/data_preprocessing/audio/fake/sample_1111.png,fake,real,0.58740234375,0.41259765625
/workspace/sv/data_preprocessing/audio/fake/sample_1130.png,fake,real,0.5947265625,0.405517578125
/workspace/sv/data_preprocessing/audio/fake/sample_1132.png,fake,real,0.5654296875,0.4345703125
/workspace/sv/data_preprocessing/audio/fake/sample_1133.png,fake,real,0.8828125,0.1173095703125
/workspace/sv/data_preprocessing/audio/fake/sample_1138.png,fake,real,0.6689453125,0.3310546875
/workspace/sv/data_preprocessing/audio/fake/sample_1140.png,fake,real,0.5849609375,0.415283203125
/workspace/sv/data_preprocessing/audio/fake/sample_1145.png,fake,real,0.66015625,0.340087890625
/workspace/sv/data_preprocessing/audio/fake/sample_1151.png,fake,real,0.693359375,0.306640625
/workspace/sv/data_preprocessing/audio/fake/sample_1163.png,fake,real,0.7236328125,0.276611328125
/workspace/sv/data_preprocessing/audio/fake/sample_1165.png,fake,real,0.8701171875,0.129638671875
/workspace/sv/data_preprocessing/audio/fake/sample_1181.png,fake,real,0.6728515625,0.326904296875
/workspace/sv/data_preprocessing/audio/fake/sample_1184.png,fake,real,0.68359375,0.31640625
/workspace/sv/data_preprocessing/audio/fake/sample_1187.png,fake,real,0.56884765625,0.43115234375
/workspace/sv/data_preprocessing/audio/fake/sample_1189.png,fake,real,0.853515625,0.146484375
/workspace/sv/data_preprocessing/audio/fake/sample_1192.png,fake,real,0.55859375,0.441650390625
/workspace/sv/data_preprocessing/audio/fake/sample_1193.png,fake,real,0.7998046875,0.2001953125
/workspace/sv/data_preprocessing/audio/fake/sample_1196.png,fake,real,0.64501953125,0.35498046875
/workspace/sv/data_preprocessing/audio/fake/sample_1205.png,fake,real,0.82958984375,0.1705322265625
/workspace/sv/data_preprocessing/audio/fake/sample_1208.png,fake,real,0.65087890625,0.34912109375
/workspace/sv/data_preprocessing/audio/fake/sample_1213.png,fake,real,0.796875,0.203369140625
/workspace/sv/data_preprocessing/audio/fake/sample_1215.png,fake,real,0.76806640625,0.23193359375
/workspace/sv/data_preprocessing/audio/fake/sample_1227.png,fake,real,0.75634765625,0.2437744140625
/workspace/sv/data_preprocessing/audio/fake/sample_1229.png,fake,real,0.55078125,0.449462890625
/workspace/sv/data_preprocessing/audio/fake/sample_1231.png,fake,real,0.5625,0.4375
/workspace/sv/data_preprocessing/audio/fake/sample_1241.png,fake,real,0.56103515625,0.43896484375
/workspace/sv/data_preprocessing/audio/fake/sample_1242.png,fake,real,0.86279296875,0.1370849609375
/workspace/sv/data_preprocessing/audio/fake/sample_1246.png,fake,real,0.609375,0.390869140625
/workspace/sv/data_preprocessing/audio/fake/sample_1247.png,fake,real,0.6630859375,0.337158203125
/workspace/sv/data_preprocessing/audio/fake/sample_1248.png,fake,real,0.5732421875,0.427001953125
/workspace/sv/data_preprocessing/audio/fake/sample_1252.png,fake,real,0.57958984375,0.42041015625
/workspace/sv/data_preprocessing/audio/fake/sample_1253.png,fake,real,0.71875,0.281494140625
