Path,True Label,Predicted Label,Confidence
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000761.png,fake,real,0.5640
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000762.png,fake,real,0.6738
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000763.png,fake,real,0.6924
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000765.png,fake,real,0.7886
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000766.png,fake,real,0.7275
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000767.png,fake,real,0.9541
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000768.png,fake,real,0.8184
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000770.png,fake,real,0.6924
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000771.png,fake,real,0.6167
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000772.png,fake,real,0.6738
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000773.png,fake,real,0.6982
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000774.png,fake,real,0.8647
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000776.png,fake,real,0.8359
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000779.png,fake,real,0.6875
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000781.png,fake,real,0.5664
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000784.png,fake,real,0.6455
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000785.png,fake,real,0.5654
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000786.png,fake,real,0.8047
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000789.png,fake,real,0.7109
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000790.png,fake,real,0.6162
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000792.png,fake,real,0.8579
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000793.png,fake,real,0.7065
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000794.png,fake,real,0.5850
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000796.png,fake,real,0.5757
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000798.png,fake,real,0.7368
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000799.png,fake,real,0.7188
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000804.png,fake,real,0.8052
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000807.png,fake,real,0.6528
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000809.png,fake,real,0.6401
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000814.png,fake,real,0.6357
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000823.png,fake,real,0.6592
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000827.png,fake,real,0.6201
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000830.png,fake,real,0.7881
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000831.png,fake,real,0.6133
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000832.png,fake,real,0.7251
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000838.png,fake,real,0.6758
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000839.png,fake,real,0.8477
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000841.png,fake,real,0.6133
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000843.png,fake,real,0.6704
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000844.png,fake,real,0.8018
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000845.png,fake,real,0.7549
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000846.png,fake,real,0.6602
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000850.png,fake,real,0.6104
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000851.png,fake,real,0.6191
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000852.png,fake,real,0.6704
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000853.png,fake,real,0.8491
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000860.png,fake,real,0.6113
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000861.png,fake,real,0.6514
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000862.png,fake,real,0.9595
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000869.png,fake,real,0.6387
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000871.png,fake,real,0.5542
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000874.png,fake,real,0.6182
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000887.png,fake,real,0.5601
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000899.png,fake,real,0.5742
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000925.png,fake,real,0.6382
