image_path,true_label,predicted_label,confidence,probability
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_01_02__walking_down_indoor_hall_disgust__YVGY8LOK\frame0.jpg,fake,real,0.69677734375,0.30322265625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_01_02__walking_down_indoor_hall_disgust__YVGY8LOK\frame1.jpg,fake,real,0.822021484375,0.177978515625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_01_02__walking_down_indoor_hall_disgust__YVGY8LOK\frame11.jpg,fake,real,0.608642578125,0.391357421875
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_01_02__walking_down_indoor_hall_disgust__YVGY8LOK\frame14.jpg,fake,real,0.597900390625,0.402099609375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_01_02__walking_down_indoor_hall_disgust__YVGY8LOK\frame2.jpg,fake,real,0.75830078125,0.24169921875
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_01_02__walking_down_indoor_hall_disgust__YVGY8LOK\frame6.jpg,fake,real,0.685546875,0.314453125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_01_02__walking_down_indoor_hall_disgust__YVGY8LOK\frame7.jpg,fake,real,0.6474609375,0.3525390625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_01_02__walking_down_indoor_hall_disgust__YVGY8LOK\frame8.jpg,fake,real,0.58740234375,0.41259765625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_01_02__walking_down_indoor_hall_disgust__YVGY8LOK\frame9.jpg,fake,real,0.601806640625,0.398193359375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_01_04__walk_down_hall_angry__0XUW13RW\frame1.jpg,fake,real,0.7684326171875,0.2315673828125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_01_11__secret_conversation__4OJNJLOO\frame0.jpg,fake,real,0.631591796875,0.368408203125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_01_11__secret_conversation__4OJNJLOO\frame1.jpg,fake,real,0.603759765625,0.396240234375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_01_11__secret_conversation__4OJNJLOO\frame10.jpg,fake,real,0.635009765625,0.364990234375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_01_11__secret_conversation__4OJNJLOO\frame11.jpg,fake,real,0.722412109375,0.277587890625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_01_11__secret_conversation__4OJNJLOO\frame13.jpg,fake,real,0.515380859375,0.484619140625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_01_11__secret_conversation__4OJNJLOO\frame3.jpg,fake,real,0.59423828125,0.40576171875
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_01_11__secret_conversation__4OJNJLOO\frame4.jpg,fake,real,0.611572265625,0.388427734375
