Path,True Label,Predicted Label,Confidence
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000767.png,fake,real,0.8242
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000773.png,fake,real,0.5801
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000774.png,fake,real,0.6816
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000789.png,fake,real,0.5547
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000790.png,fake,real,0.5503
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000809.png,fake,real,0.5898
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000811.png,fake,real,0.5645
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000836.png,fake,real,0.5610
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000852.png,fake,real,0.5752
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000853.png,fake,real,0.5703
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000862.png,fake,real,0.6724
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000869.png,fake,real,0.5620
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1000957.png,fake,real,0.6074
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1001043.png,fake,real,0.6660
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1001051.png,fake,real,0.5591
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1001053.png,fake,real,0.5508
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1001058.png,fake,real,0.5557
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1001059.png,fake,real,0.5859
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1001078.png,fake,real,0.5596
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1001085.png,fake,real,0.5908
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1001098.png,fake,real,0.5576
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1001137.png,fake,real,0.5703
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1001146.png,fake,real,0.5625
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1001148.png,fake,real,0.6108
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1001153.png,fake,real,0.5732
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1001336.png,fake,real,0.5527
/workspace/sv/data_preprocessing/asvsproof_data/test/fake/D_1001344.png,fake,real,0.5664
/workspace/sv/data_preprocessing/asvsproof_data/test/real/D_1000002.png,real,fake,0.5762
/workspace/sv/data_preprocessing/asvsproof_data/test/real/D_1000004.png,real,fake,0.6934
/workspace/sv/data_preprocessing/asvsproof_data/test/real/D_1000005.png,real,fake,0.5737
/workspace/sv/data_preprocessing/asvsproof_data/test/real/D_1000007.png,real,fake,0.4812
/workspace/sv/data_preprocessing/asvsproof_data/test/real/D_1000008.png,real,fake,0.4622
/workspace/sv/data_preprocessing/asvsproof_data/test/real/D_1000009.png,real,fake,0.5068
/workspace/sv/data_preprocessing/asvsproof_data/test/real/D_1000011.png,real,fake,0.4924
/workspace/sv/data_preprocessing/asvsproof_data/test/real/D_1000012.png,real,fake,0.5396
/workspace/sv/data_preprocessing/asvsproof_data/test/real/D_1000015.png,real,fake,0.4832
/workspace/sv/data_preprocessing/asvsproof_data/test/real/D_1000024.png,real,fake,0.4626
/workspace/sv/data_preprocessing/asvsproof_data/test/real/D_1000026.png,real,fake,0.4570
/workspace/sv/data_preprocessing/asvsproof_data/test/real/D_1000034.png,real,fake,0.5005
/workspace/sv/data_preprocessing/asvsproof_data/test/real/D_1000036.png,real,fake,0.4905
/workspace/sv/data_preprocessing/asvsproof_data/test/real/D_1000040.png,real,fake,0.4863
/workspace/sv/data_preprocessing/asvsproof_data/test/real/D_1000041.png,real,fake,0.6479
/workspace/sv/data_preprocessing/asvsproof_data/test/real/D_1000043.png,real,fake,0.6343
/workspace/sv/data_preprocessing/asvsproof_data/test/real/D_1000044.png,real,fake,0.5972
/workspace/sv/data_preprocessing/asvsproof_data/test/real/D_1000045.png,real,fake,0.5259
/workspace/sv/data_preprocessing/asvsproof_data/test/real/D_1000047.png,real,fake,0.8721
/workspace/sv/data_preprocessing/asvsproof_data/test/real/D_1000048.png,real,fake,0.5449
/workspace/sv/data_preprocessing/asvsproof_data/test/real/D_1000051.png,real,fake,0.4680
